Date,pm25_daily_mean,pm25_daily_mean_interpolated,was_interpolated,high_pm25_day,year,month,season,temperature_2m_mean,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,cloud_cover_mean,wind_gusts_10m_max,et0_fao_evapotranspiration,wind_direction_sin,wind_direction_cos
2021-09-28,4.4074583333333335,4.4074583333333335,False,0,2021,9,Autumn,11.5,86.0,9.2,13.2,15.6,188.0,1011.3,2.89,80.0,47.2,0.8,-0.13917310096006552,-0.9902680687415703
2021-09-29,5.18975,5.18975,False,0,2021,9,Autumn,10.0,81.0,6.8,3.9,15.4,275.0,1017.3,9.43,62.0,55.8,1.38,-0.9961946980917455,0.08715574274765789
2021-09-30,6.010291666666667,6.010291666666667,False,0,2021,9,Autumn,12.4,86.0,10.0,11.2,20.8,195.0,1013.8,4.54,99.0,63.4,1.03,-0.2588190451025208,-0.9659258262890683
2021-10-01,5.479666666666667,5.479666666666667,False,0,2021,10,Autumn,12.5,75.0,7.9,9.7,20.9,230.0,1005.6,10.48,58.0,57.2,1.95,-0.7660444431189779,-0.6427876096865395
2021-10-02,5.441333333333334,5.441333333333334,False,0,2021,10,Autumn,10.4,85.0,8.0,10.5,17.9,174.0,995.3,2.65,98.0,55.1,0.77,0.10452846326765373,-0.9945218953682733
2021-10-03,4.811375,4.811375,False,0,2021,10,Autumn,10.6,80.0,7.2,2.4,19.8,215.0,992.1,8.46,36.0,59.8,1.47,-0.5735764363510462,-0.8191520442889918
2021-10-04,3.9309583333333333,3.9309583333333333,False,0,2021,10,Autumn,10.9,83.0,8.1,3.1,15.5,186.0,1003.5,9.23,54.0,50.0,1.37,-0.1045284632676535,-0.9945218953682733
2021-10-05,2.954,2.954,False,0,2021,10,Autumn,10.8,84.0,8.2,8.2,20.4,283.0,999.0,3.72,79.0,60.8,1.01,-0.9743700647852352,0.22495105434386492
2021-10-06,4.1775416666666665,4.1775416666666665,False,0,2021,10,Autumn,12.1,74.0,7.6,0.1,14.1,287.0,1017.1,10.52,51.0,50.4,1.82,-0.9563047559630354,0.2923717047227367
2021-10-07,6.063458333333333,6.063458333333333,False,0,2021,10,Autumn,16.1,85.0,13.6,0.3,14.5,185.0,1022.8,6.4,77.0,40.7,1.25,-0.08715574274765794,-0.9961946980917455
2021-10-08,9.522499999999999,9.522499999999999,False,0,2021,10,Autumn,15.6,87.0,13.4,0.0,8.8,178.0,1028.3,7.7,77.0,24.8,1.27,0.03489949670250114,-0.9993908270190958
2021-10-09,11.929041666666668,11.929041666666668,False,0,2021,10,Autumn,14.4,90.0,12.8,2.3,6.3,184.0,1028.4,4.38,93.0,24.1,0.83,-0.06975647374412527,-0.9975640502598242
2021-10-10,5.979916666666667,5.979916666666667,False,0,2021,10,Autumn,13.2,84.0,10.4,0.3,10.1,296.0,1030.5,8.23,69.0,34.2,1.34,-0.898794046299167,0.4383711467890774
2021-10-11,8.746041666666667,8.746041666666667,False,0,2021,10,Autumn,11.7,82.0,8.6,0.1,10.3,288.0,1030.8,7.22,74.0,35.3,1.15,-0.9510565162951536,0.30901699437494723
2021-10-12,7.1277083333333335,7.1277083333333335,False,0,2021,10,Autumn,12.8,88.0,10.9,1.7,12.0,310.0,1026.2,3.87,95.0,33.8,0.79,-0.7660444431189781,0.6427876096865393
2021-10-13,7.7683333333333335,7.7683333333333335,False,0,2021,10,Autumn,12.5,88.0,10.6,0.4,10.2,268.0,1027.1,3.57,98.0,36.0,0.76,-0.9993908270190958,-0.03489949670250076
2021-10-14,7.773291666666666,7.773291666666666,False,0,2021,10,Autumn,12.6,84.0,10.0,1.6,14.7,243.0,1021.6,4.5,98.0,43.9,0.91,-0.8910065241883678,-0.4539904997395469
2021-10-15,7.341874999999999,7.341874999999999,False,0,2021,10,Autumn,10.5,75.0,6.2,0.7,9.5,54.0,1020.5,8.23,60.0,37.8,1.23,0.8090169943749475,0.5877852522924731
2021-10-16,13.414916666666665,13.414916666666665,False,0,2021,10,Autumn,10.0,83.0,7.1,0.4,8.3,176.0,1018.9,5.18,80.0,32.8,0.91,0.06975647374412552,-0.9975640502598242
2021-10-17,12.834291666666667,12.834291666666667,False,0,2021,10,Autumn,13.4,88.0,11.4,2.5,15.1,184.0,1014.1,2.34,100.0,32.4,0.69,-0.06975647374412527,-0.9975640502598242
2021-10-18,10.314583333333333,10.314583333333333,False,0,2021,10,Autumn,13.9,91.0,12.5,1.8,14.0,172.0,1012.5,2.28,100.0,40.0,0.54,0.13917310096006533,-0.9902680687415704
2021-10-19,4.140208333333333,4.140208333333333,False,0,2021,10,Autumn,16.3,91.0,14.8,7.0,17.5,196.0,1006.4,2.72,99.0,49.0,0.77,-0.275637355816999,-0.9612616959383189
2021-10-20,7.090208333333333,7.090208333333333,False,0,2021,10,Autumn,11.7,89.0,10.0,2.6,11.1,237.0,996.6,4.42,87.0,52.2,0.7,-0.838670567945424,-0.544639035015027
2021-10-21,5.525666666666666,5.525666666666666,False,0,2021,10,Autumn,8.5,68.0,2.9,0.7,16.8,296.0,1006.6,9.29,55.0,55.4,1.69,-0.898794046299167,0.4383711467890774
2021-10-22,6.148791666666667,6.148791666666667,False,0,2021,10,Autumn,10.0,80.0,6.5,2.5,17.3,278.0,1018.4,2.98,88.0,46.1,1.11,-0.9902680687415704,0.13917310096006547
2021-10-23,6.5192499999999995,6.5192499999999995,False,0,2021,10,Autumn,10.2,81.0,7.0,0.5,15.6,180.0,1021.4,4.14,100.0,38.9,1.06,1.2246467991473532e-16,-1.0
2021-10-24,6.754166666666666,6.754166666666666,False,0,2021,10,Autumn,11.6,80.0,8.2,2.3,22.0,180.0,1013.3,3.75,71.0,56.2,1.22,1.2246467991473532e-16,-1.0
2021-10-25,6.416956521739131,6.416956521739131,False,0,2021,10,Autumn,10.7,85.0,8.2,1.1,14.1,211.0,1011.6,6.39,46.0,38.2,0.95,-0.5150380749100542,-0.8571673007021123
2021-10-26,4.713958333333333,4.713958333333333,False,0,2021,10,Autumn,12.1,87.0,9.9,1.7,17.3,195.0,1013.0,3.48,99.0,44.3,0.84,-0.2588190451025208,-0.9659258262890683
2021-10-27,5.129625,5.129625,False,0,2021,10,Autumn,15.6,78.0,11.8,0.3,26.6,203.0,1011.0,2.46,100.0,53.6,1.55,-0.39073112848927355,-0.9205048534524404
2021-10-28,5.949291666666666,5.949291666666666,False,0,2021,10,Autumn,14.7,81.0,11.5,6.1,27.2,180.0,1002.6,3.2,100.0,71.3,1.37,1.2246467991473532e-16,-1.0
2021-10-29,5.584791666666667,5.584791666666667,False,0,2021,10,Autumn,11.8,86.0,9.6,18.6,19.9,185.0,993.0,3.5,94.0,61.9,0.81,-0.08715574274765794,-0.9961946980917455
2021-10-30,5.730166666666666,5.730166666666666,False,0,2021,10,Autumn,9.9,83.0,7.1,9.3,16.4,185.0,993.4,4.89,67.0,40.7,0.94,-0.08715574274765794,-0.9961946980917455
2021-10-31,5.0285416666666665,5.0285416666666665,False,0,2021,10,Autumn,9.6,84.0,7.0,17.8,25.5,172.0,986.1,3.67,87.0,67.3,0.98,0.13917310096006533,-0.9902680687415704
2021-11-01,3.9191249999999997,3.9191249999999997,False,0,2021,11,Autumn,8.3,87.0,6.3,21.4,23.6,235.0,988.1,1.16,95.0,57.6,0.6,-0.8191520442889916,-0.5735764363510464
2021-11-02,6.9379583333333334,6.9379583333333334,False,0,2021,11,Autumn,6.5,91.0,5.0,3.8,7.7,207.0,997.6,4.59,93.0,23.8,0.54,-0.4539904997395467,-0.8910065241883679
2021-11-03,9.668875,9.668875,False,0,2021,11,Autumn,5.5,92.0,4.2,0.5,6.6,355.0,1005.8,5.2,62.0,25.9,0.61,-0.08715574274765832,0.9961946980917455
2021-11-04,8.385458333333334,8.385458333333334,False,0,2021,11,Autumn,4.2,85.0,1.8,0.0,8.5,333.0,1017.1,6.1,21.0,24.8,0.65,-0.45399049973954697,0.8910065241883678
2021-11-05,25.337166666666665,25.337166666666665,False,1,2021,11,Autumn,5.5,93.0,4.4,3.6,8.5,206.0,1024.9,1.11,85.0,23.4,0.26,-0.43837114678907746,-0.8987940462991669
2021-11-06,8.918000000000001,8.918000000000001,False,0,2021,11,Autumn,10.7,85.0,8.2,3.2,21.2,240.0,1020.3,2.51,90.0,63.7,0.8,-0.8660254037844384,-0.5000000000000004
2021-11-07,11.544833333333335,11.544833333333335,False,0,2021,11,Autumn,10.3,69.0,4.8,0.0,22.2,285.0,1019.7,2.78,92.0,52.9,1.54,-0.9659258262890684,0.2588190451025203
2021-11-08,8.534833333333333,8.534833333333333,False,0,2021,11,Autumn,9.2,87.0,7.1,0.5,9.9,193.0,1021.1,2.95,89.0,28.4,0.52,-0.22495105434386498,-0.9743700647852352
2021-11-09,4.2855,4.2855,False,0,2021,11,Autumn,12.9,88.0,11.0,1.3,16.2,196.0,1019.0,1.83,98.0,32.8,0.59,-0.275637355816999,-0.9612616959383189
2021-11-10,12.826416666666667,12.826416666666667,False,0,2021,11,Autumn,10.5,93.0,9.4,2.4,4.9,217.0,1022.1,2.62,98.0,15.5,0.39,-0.6018150231520484,-0.7986355100472928
2021-11-11,13.541791666666667,13.541791666666667,False,0,2021,11,Autumn,9.5,93.0,8.5,0.4,8.1,165.0,1020.6,1.4,98.0,31.0,0.33,0.258819045102521,-0.9659258262890682
2021-11-12,7.051916666666667,7.051916666666667,False,0,2021,11,Autumn,11.3,85.0,8.9,4.8,25.0,211.0,1006.5,0.83,90.0,52.6,0.77,-0.5150380749100542,-0.8571673007021123
2021-11-13,10.766583333333335,10.766583333333335,False,0,2021,11,Autumn,10.2,88.0,8.2,0.0,12.6,303.0,1015.7,4.24,53.0,50.4,0.69,-0.8386705679454243,0.5446390350150266
2021-11-14,18.02275,18.02275,False,1,2021,11,Autumn,7.1,95.0,6.4,0.0,5.5,62.0,1025.6,2.45,45.0,15.5,0.33,0.8829475928589269,0.46947156278589086
2021-11-15,19.375041666666664,19.375041666666664,False,1,2021,11,Autumn,8.1,94.0,7.1,0.2,5.2,171.0,1026.8,0.99,87.0,14.4,0.24,0.15643446504023098,-0.9876883405951377
2021-11-16,14.450708333333333,14.450708333333333,False,0,2021,11,Autumn,9.6,93.0,8.5,0.8,9.0,210.0,1020.9,1.61,98.0,35.3,0.33,-0.5000000000000001,-0.8660254037844386
2021-11-17,10.931666666666667,10.931666666666667,False,0,2021,11,Autumn,9.2,86.0,6.9,3.3,14.1,264.0,1022.0,2.68,74.0,38.2,0.54,-0.9945218953682734,-0.10452846326765336
2021-11-18,6.390625,6.390625,False,0,2021,11,Autumn,11.9,86.0,9.7,1.3,17.2,243.0,1025.9,0.87,99.0,38.5,0.58,-0.8910065241883678,-0.4539904997395469
2021-11-19,6.181333333333334,6.181333333333334,False,0,2021,11,Autumn,11.5,88.0,9.5,1.2,13.6,249.0,1028.5,2.24,98.0,37.4,0.53,-0.9335804264972016,-0.3583679495453007
2021-11-20,6.592125,6.592125,False,0,2021,11,Autumn,9.7,84.0,7.2,0.2,13.9,247.0,1022.8,2.42,89.0,37.1,0.58,-0.9205048534524403,-0.3907311284892738
2021-11-21,5.442125,5.442125,False,0,2021,11,Autumn,4.4,83.0,1.6,0.0,10.6,346.0,1022.5,4.48,10.0,30.6,0.52,-0.24192189559966787,0.9702957262759965
2021-11-22,11.730666666666666,11.730666666666666,False,0,2021,11,Autumn,2.9,86.0,0.8,0.0,6.2,359.0,1032.7,4.33,20.0,17.6,0.4,-0.01745240643728356,0.9998476951563913
2021-11-23,9.779916666666667,9.779916666666667,False,0,2021,11,Autumn,4.5,93.0,3.4,0.0,4.7,232.0,1032.8,2.99,67.0,18.0,0.33,-0.7880107536067221,-0.6156614753256581
2021-11-24,8.341291666666667,8.341291666666667,False,0,2021,11,Autumn,7.0,88.0,5.1,0.1,9.0,236.0,1021.7,1.82,97.0,22.3,0.35,-0.8290375725550418,-0.5591929034707466
2021-11-25,8.306875,8.306875,False,0,2021,11,Autumn,2.5,85.0,0.2,0.0,8.2,314.0,1018.0,4.02,56.0,22.7,0.39,-0.7193398003386512,0.6946583704589973
2021-11-26,5.3685833333333335,5.3685833333333335,False,0,2021,11,Autumn,5.8,79.0,2.3,15.9,26.4,286.0,994.0,3.28,77.0,85.0,0.92,-0.9612616959383188,0.2756373558169994
2021-11-27,5.81575,5.81575,False,0,2021,11,Autumn,2.5,73.0,-2.0,9.0,29.6,342.0,999.8,2.5,73.0,82.8,0.96,-0.3090169943749476,0.9510565162951535
2021-11-28,12.070583333333333,12.070583333333333,False,0,2021,11,Autumn,-0.9,79.0,-4.2,2.4,7.1,321.0,1009.0,1.26,63.0,29.5,0.28,-0.6293203910498378,0.7771459614569706
2021-11-29,19.625666666666667,19.625666666666667,False,1,2021,11,Autumn,-0.5,92.0,-1.7,0.7,7.1,194.0,1013.7,2.15,94.0,33.5,0.21,-0.2419218955996675,-0.9702957262759965
2021-11-30,6.544875,6.544875,False,0,2021,11,Autumn,9.4,93.0,8.4,6.8,19.8,253.0,1007.1,0.76,100.0,45.4,0.22,-0.9563047559630353,-0.2923717047227371
2021-12-01,5.7331666666666665,5.7331666666666665,False,0,2021,12,Winter,6.1,84.0,3.6,5.2,21.5,298.0,998.0,2.19,62.0,68.0,0.55,-0.8829475928589271,0.4694715627858904
2021-12-02,7.988499999999999,7.988499999999999,False,0,2021,12,Winter,1.3,74.0,-2.8,0.4,10.4,312.0,1012.2,3.76,61.0,30.2,0.53,-0.7431448254773946,0.6691306063588578
2021-12-03,11.182291666666666,11.182291666666666,False,0,2021,12,Winter,5.4,92.0,4.3,4.2,10.8,211.0,1002.5,1.5,100.0,32.8,0.25,-0.5150380749100542,-0.8571673007021123
2021-12-04,5.553333333333334,5.553333333333334,False,0,2021,12,Winter,5.3,87.0,3.3,15.9,24.4,272.0,994.7,0.78,93.0,75.2,0.44,-0.9993908270190958,0.03489949670250128
2021-12-05,8.456125,8.456125,False,0,2021,12,Winter,5.1,80.0,2.0,2.1,16.4,323.0,1009.1,1.27,94.0,49.0,0.58,-0.6018150231520483,0.7986355100472928
2021-12-06,8.830583333333333,8.830583333333333,False,0,2021,12,Winter,3.0,90.0,1.5,14.0,13.5,210.0,1007.6,0.74,90.0,35.3,0.24,-0.5000000000000001,-0.8660254037844386
2021-12-07,6.83475,6.83475,False,0,2021,12,Winter,4.2,84.0,1.7,6.6,25.3,161.0,991.6,0.45,87.0,74.5,0.54,0.3255681544571566,-0.9455185755993168
2021-12-08,4.133333333333334,4.133333333333334,False,0,2021,12,Winter,5.2,87.0,3.2,15.1,29.0,228.0,981.1,0.78,99.0,67.3,0.52,-0.7431448254773944,-0.6691306063588581
2021-12-09,9.382,9.382,False,0,2021,12,Winter,6.2,88.0,4.4,7.9,16.2,233.0,995.6,1.94,85.0,37.8,0.37,-0.7986355100472928,-0.6018150231520483
2021-12-10,7.136458333333334,7.136458333333334,False,0,2021,12,Winter,4.8,84.0,2.3,0.3,16.9,297.0,998.9,2.52,44.0,42.8,0.48,-0.891006524188368,0.45399049973954664
2021-12-11,12.310375,12.310375,False,0,2021,12,Winter,5.3,93.0,4.2,4.4,10.9,188.0,1011.7,0.77,90.0,30.6,0.2,-0.13917310096006552,-0.9902680687415703
2021-12-12,6.642083333333333,6.642083333333333,False,0,2021,12,Winter,11.3,91.0,9.9,5.8,15.1,196.0,1014.3,0.86,97.0,42.8,0.37,-0.275637355816999,-0.9612616959383189
2021-12-13,8.108333333333333,8.108333333333333,False,0,2021,12,Winter,9.0,90.0,7.4,7.4,8.0,220.0,1019.5,0.46,100.0,46.1,0.29,-0.6427876096865393,-0.766044443118978
2021-12-14,13.063208333333334,13.063208333333334,False,0,2021,12,Winter,6.6,95.0,5.9,0.5,6.5,191.0,1023.7,1.49,98.0,22.0,0.16,-0.19080899537654472,-0.981627183447664
2021-12-15,8.815833333333334,8.815833333333334,False,0,2021,12,Winter,8.3,92.0,7.1,0.1,9.8,206.0,1027.8,2.42,67.0,25.6,0.27,-0.43837114678907746,-0.8987940462991669
2021-12-16,22.295666666666666,22.295666666666666,False,1,2021,12,Winter,7.8,94.0,6.9,0.0,4.0,168.0,1037.1,0.84,92.0,9.7,0.17,0.20791169081775931,-0.9781476007338057
2021-12-17,23.125125,23.125125,False,1,2021,12,Winter,5.5,96.0,5.0,0.0,4.8,55.0,1041.8,2.71,68.0,12.6,0.22,0.8191520442889918,0.5735764363510462
2021-12-18,15.602416666666668,15.602416666666668,False,1,2021,12,Winter,5.6,94.0,4.6,0.0,4.9,79.0,1040.5,1.51,82.0,11.9,0.2,0.981627183447664,0.19080899537654492
2021-12-19,17.323125,17.323125,False,1,2021,12,Winter,3.1,95.0,2.3,0.0,2.4,32.0,1036.0,1.87,99.0,10.4,0.16,0.5299192642332049,0.848048096156426
2021-12-20,17.248541666666668,17.248541666666668,False,1,2021,12,Winter,4.3,90.0,2.7,0.0,4.9,74.0,1030.5,1.56,92.0,20.5,0.25,0.9612616959383189,0.27563735581699916
2021-12-21,16.319875,16.319875,False,1,2021,12,Winter,1.6,87.0,-0.3,0.0,6.6,114.0,1025.8,2.85,79.0,17.6,0.25,0.9135454576426009,-0.40673664307580026
2021-12-22,20.824625,20.824625,False,1,2021,12,Winter,1.6,83.0,-1.0,2.7,8.4,141.0,1017.6,0.93,100.0,25.2,0.25,0.6293203910498374,-0.7771459614569709
2021-12-23,19.321083333333334,19.321083333333334,False,1,2021,12,Winter,6.3,93.0,5.2,2.3,8.5,179.0,1005.6,0.58,89.0,20.2,0.16,0.01745240643728344,-0.9998476951563913
2021-12-24,6.561624999999999,6.561624999999999,False,0,2021,12,Winter,7.6,93.0,6.5,4.4,14.1,118.0,1003.3,1.33,91.0,45.4,0.27,0.8829475928589269,-0.4694715627858909
2021-12-25,3.497458333333333,3.497458333333333,False,0,2021,12,Winter,4.6,80.0,1.3,2.4,24.6,89.0,1004.4,1.51,100.0,54.4,0.73,0.9998476951563913,0.0174524064372836
2021-12-26,5.250666666666667,5.250666666666667,False,0,2021,12,Winter,4.5,89.0,2.8,11.9,15.0,100.0,1000.0,0.86,100.0,47.2,0.28,0.984807753012208,-0.1736481776669303
2021-12-27,9.0585,9.0585,False,0,2021,12,Winter,7.0,93.0,5.9,0.2,11.4,110.0,991.5,1.02,100.0,32.8,0.22,0.9396926207859084,-0.3420201433256687
2021-12-28,6.515416666666667,6.515416666666667,False,0,2021,12,Winter,7.8,95.0,7.0,3.3,8.6,293.0,990.5,1.42,87.0,29.9,0.2,-0.9205048534524405,0.3907311284892735
2021-12-29,8.139750000000001,8.139750000000001,False,0,2021,12,Winter,8.5,90.0,7.0,2.9,14.9,200.0,999.8,1.03,91.0,52.9,0.3,-0.34202014332566866,-0.9396926207859084
2021-12-30,2.6807916666666665,2.6807916666666665,False,0,2021,12,Winter,12.9,90.0,11.3,12.2,20.3,209.0,1005.8,0.69,100.0,55.1,0.47,-0.48480962024633695,-0.8746197071393959
2021-12-31,6.726708333333334,6.726708333333334,False,0,2021,12,Winter,13.1,87.0,10.9,4.3,21.2,214.0,1010.6,2.07,97.0,50.0,0.66,-0.5591929034707467,-0.8290375725550418
2022-01-01,10.92275,10.92275,False,0,2022,1,Winter,12.7,81.0,9.4,1.4,22.7,189.0,1011.5,1.97,80.0,50.8,1.02,-0.15643446504023073,-0.9876883405951378
2022-01-02,6.696208333333334,6.696208333333334,False,0,2022,1,Winter,9.6,87.0,7.5,9.8,18.0,208.0,1005.3,1.69,74.0,44.3,0.5,-0.46947156278589086,-0.8829475928589269
2022-01-03,8.713583333333334,8.713583333333334,False,0,2022,1,Winter,7.8,82.0,4.9,3.7,19.1,226.0,1002.5,2.33,32.0,47.2,0.71,-0.7193398003386512,-0.6946583704589973
2022-01-04,5.687916666666666,5.687916666666666,False,0,2022,1,Winter,3.2,78.0,-0.4,2.2,13.3,312.0,1002.0,3.51,45.0,39.6,0.58,-0.7431448254773946,0.6691306063588578
2022-01-05,9.773041666666666,9.773041666666666,False,0,2022,1,Winter,2.7,76.0,-1.1,0.0,13.4,301.0,1012.8,3.51,8.0,38.5,0.65,-0.8571673007021123,0.5150380749100542
2022-01-06,6.800333333333334,6.800333333333334,False,0,2022,1,Winter,2.0,84.0,-0.6,2.8,17.4,185.0,1011.9,0.76,66.0,54.4,0.4,-0.08715574274765794,-0.9961946980917455
2022-01-07,6.095791666666667,6.095791666666667,False,0,2022,1,Winter,2.0,84.0,-0.4,15.3,14.2,241.0,1006.5,1.65,73.0,40.0,0.42,-0.874619707139396,-0.48480962024633684
2022-01-08,7.911874999999999,7.911874999999999,False,0,2022,1,Winter,4.8,89.0,3.0,7.5,18.2,227.0,997.8,1.02,92.0,44.3,0.35,-0.7313537016191705,-0.6819983600624986
2022-01-09,8.383583333333332,8.383583333333332,False,0,2022,1,Winter,4.8,87.0,2.8,5.1,15.1,253.0,999.6,1.79,72.0,38.9,0.38,-0.9563047559630353,-0.2923717047227371
2022-01-10,9.463583333333334,9.463583333333334,False,0,2022,1,Winter,6.9,91.0,5.5,1.0,10.8,173.0,1014.7,0.66,97.0,25.9,0.25,0.12186934340514755,-0.992546151641322
2022-01-11,14.495875,14.495875,False,0,2022,1,Winter,6.6,94.0,5.7,2.7,6.1,227.0,1028.9,1.57,80.0,27.0,0.21,-0.7313537016191705,-0.6819983600624986
2022-01-12,18.697,18.697,False,1,2022,1,Winter,3.5,97.0,3.0,0.0,5.5,175.0,1040.2,2.33,74.0,15.5,0.24,0.0871557427476582,-0.9961946980917455
2022-01-13,16.146791666666665,16.146791666666665,False,1,2022,1,Winter,2.2,97.0,1.8,0.0,5.6,188.0,1040.4,2.9,75.0,14.4,0.24,-0.13917310096006552,-0.9902680687415703
2022-01-14,21.900666666666666,21.900666666666666,False,1,2022,1,Winter,2.6,96.0,2.1,0.0,3.4,187.0,1036.2,1.9,91.0,13.3,0.2,-0.12186934340514731,-0.9925461516413221
2022-01-15,24.409499999999998,24.409499999999998,False,1,2022,1,Winter,1.9,88.0,0.1,0.1,4.3,179.0,1025.3,2.93,80.0,18.0,0.26,0.01745240643728344,-0.9998476951563913
2022-01-16,13.158499999999998,13.158499999999998,False,0,2022,1,Winter,3.6,94.0,2.7,0.7,8.4,248.0,1025.7,1.62,66.0,24.1,0.22,-0.9271838545667873,-0.3746065934159123
2022-01-17,15.018708333333334,15.018708333333334,False,1,2022,1,Winter,3.0,93.0,1.9,0.0,5.3,216.0,1037.5,3.08,40.0,14.0,0.29,-0.587785252292473,-0.8090169943749476
2022-01-18,18.152625,18.152625,False,1,2022,1,Winter,2.3,87.0,0.3,0.0,7.9,171.0,1035.6,4.1,45.0,23.8,0.37,0.15643446504023098,-0.9876883405951377
2022-01-19,8.722458333333334,8.722458333333334,False,0,2022,1,Winter,5.5,87.0,3.3,0.8,16.5,279.0,1026.8,4.13,43.0,44.6,0.59,-0.9876883405951378,0.15643446504023067
2022-01-20,11.543,11.543,False,0,2022,1,Winter,0.9,83.0,-1.7,0.0,8.4,340.0,1037.0,4.55,20.0,22.3,0.42,-0.3420201433256686,0.9396926207859084
2022-01-21,12.756541666666665,12.756541666666665,False,0,2022,1,Winter,2.3,90.0,0.8,0.0,7.1,247.0,1039.0,2.34,78.0,23.8,0.31,-0.9205048534524403,-0.3907311284892738
2022-01-22,7.052916666666667,7.052916666666667,False,0,2022,1,Winter,5.6,89.0,3.9,0.2,8.5,266.0,1037.0,1.47,100.0,29.5,0.31,-0.9975640502598242,-0.06975647374412558
2022-01-23,7.998208333333333,7.998208333333333,False,0,2022,1,Winter,4.7,87.0,2.7,0.0,8.0,204.0,1034.5,1.98,100.0,23.8,0.34,-0.4067366430758002,-0.9135454576426009
2022-01-24,25.86,25.86,False,1,2022,1,Winter,1.8,89.0,0.1,0.0,3.6,197.0,1033.8,3.35,86.0,13.7,0.3,-0.29237170472273677,-0.9563047559630354
2022-01-25,34.06275,34.06275,False,1,2022,1,Winter,2.0,88.0,0.2,0.0,3.9,216.0,1034.1,1.93,100.0,16.9,0.25,-0.587785252292473,-0.8090169943749476
2022-01-26,14.995166666666668,14.995166666666668,False,0,2022,1,Winter,6.1,83.0,3.4,0.0,12.1,229.0,1030.2,2.99,100.0,37.1,0.62,-0.754709580222772,-0.6560590289905073
2022-01-27,6.29925,6.29925,False,0,2022,1,Winter,8.4,85.0,6.0,1.8,19.8,275.0,1026.4,3.95,64.0,50.4,0.72,-0.9961946980917455,0.08715574274765789
2022-01-28,10.154333333333334,10.154333333333334,False,0,2022,1,Winter,6.3,91.0,4.8,0.8,12.5,226.0,1031.7,1.78,93.0,38.2,0.4,-0.7193398003386512,-0.6946583704589973
2022-01-29,9.218791666666666,9.218791666666666,False,0,2022,1,Winter,9.4,78.0,5.7,1.4,28.2,273.0,1025.6,3.25,83.0,84.2,1.17,-0.9986295347545738,0.052335956242943946
2022-01-30,10.449083333333332,10.449083333333332,False,0,2022,1,Winter,4.5,84.0,2.0,3.1,14.4,241.0,1028.2,3.51,71.0,68.4,0.61,-0.874619707139396,-0.48480962024633684
2022-01-31,8.211541666666667,8.211541666666667,False,0,2022,1,Winter,6.0,72.0,1.2,0.9,26.8,298.0,1022.9,4.9,76.0,70.6,1.34,-0.8829475928589271,0.4694715627858904
2022-02-01,6.048583333333333,6.048583333333333,False,0,2022,2,Winter,9.4,85.0,7.0,2.1,28.8,279.0,1019.9,4.0,92.0,64.1,0.91,-0.9876883405951378,0.15643446504023067
2022-02-02,8.409958333333334,8.409958333333334,False,0,2022,2,Winter,9.2,89.0,7.5,2.1,17.7,265.0,1020.4,1.25,100.0,43.9,0.44,-0.9961946980917455,-0.08715574274765825
2022-02-03,5.822583333333333,5.822583333333333,False,0,2022,2,Winter,8.8,84.0,6.2,0.4,17.6,225.0,1010.8,2.95,99.0,43.2,0.74,-0.7071067811865475,-0.7071067811865477
2022-02-04,5.4355416666666665,5.4355416666666665,False,0,2022,2,Winter,4.9,83.0,2.2,14.4,19.2,269.0,1008.4,3.75,79.0,56.2,0.65,-0.9998476951563913,-0.017452406437283498
2022-02-05,8.084708333333333,8.084708333333333,False,0,2022,2,Winter,6.1,83.0,3.4,7.9,24.5,234.0,1012.3,0.82,86.0,71.6,0.66,-0.8090169943749473,-0.5877852522924732
2022-02-06,5.531791666666667,5.531791666666667,False,0,2022,2,Winter,6.4,81.0,3.4,17.0,29.3,276.0,1003.8,2.89,78.0,70.6,0.89,-0.9945218953682734,0.10452846326765299
2022-02-07,6.723708333333334,6.723708333333334,False,0,2022,2,Winter,5.6,86.0,3.4,2.9,13.1,236.0,1021.6,1.73,80.0,45.7,0.45,-0.8290375725550418,-0.5591929034707466
2022-02-08,4.27775,4.27775,False,0,2022,2,Winter,10.7,86.0,8.4,3.1,23.8,233.0,1021.2,1.05,99.0,50.4,0.72,-0.7986355100472928,-0.6018150231520483
2022-02-09,6.082,6.082,False,0,2022,2,Winter,7.9,80.0,4.6,6.4,16.1,260.0,1021.0,5.92,85.0,43.2,0.92,-0.984807753012208,-0.17364817766693033
2022-02-10,6.737375,6.737375,False,0,2022,2,Winter,4.7,76.0,0.9,2.2,19.6,265.0,1021.0,5.81,56.0,52.6,0.99,-0.9961946980917455,-0.08715574274765825
2022-02-11,9.1855,9.1855,False,0,2022,2,Winter,3.7,83.0,0.9,0.3,10.9,202.0,1029.2,4.72,70.0,33.1,0.74,-0.374606593415912,-0.9271838545667874
2022-02-12,5.946416666666667,5.946416666666667,False,0,2022,2,Winter,5.9,80.0,2.7,11.5,26.9,189.0,1015.4,1.01,100.0,61.2,0.85,-0.15643446504023073,-0.9876883405951378
2022-02-13,3.639125,3.639125,False,0,2022,2,Winter,8.5,90.0,7.0,4.8,23.0,185.0,995.6,0.78,100.0,55.4,0.45,-0.08715574274765794,-0.9961946980917455
